publication_date,coach,name,prompt,left_option,right_option
7927,automatic,Margaret Morgan,difference,do research,do researches
7927,automatic,Justina Watson,comma after,Then,
7927,automatic,Matt Carpenter,comma after,I was sure,
7927,automatic,Matt Carpenter,difference,this,these
7927,automatic,Matt Carpenter,change,after,
7927,automatic,Matt Carpenter,difference,behaviour,behavior
7927,automatic,David Powers,comma after,if,
7927,automatic,David Powers,difference,dead,died
7927,automatic,David Powers,conjugation,healthy,
7927,automatic,Matt Carpenter,difference,something,anything
7927,automatic,Matt Carpenter,position,maybe,
7928,automatic,Anette Gray,comma before,remember,
7928,automatic,Anette Gray,conjugation,cut,
7928,automatic,Anette Gray,change,after,
7928,automatic,Anette Gray,difference,every people,every person
7928,automatic,Anette Gray,difference,percent,per cent
7928,automatic,Anette Gray,conjugation,be,
7928,automatic,Greg Hardy,difference,few,a few
7928,automatic,Greg Hardy,difference,study,learn
7928,automatic,Greg Hardy,past,eat,
7928,automatic,Greg Hardy,comma before,that,
7928,automatic,Greg Hardy,comma before,when,
7928,automatic,Greg Hardy,difference,organise,organize
7928,automatic,Yvonne West,difference,this,that
7928,automatic,Yvonne West,difference,afraid of sth,afraid about sth
7928,automatic,Yvonne West,change,of,
7928,automatic,Yvonne West,difference,already,yet
7928,automatic,Yvonne West,change,at,
7928,automatic,Jacob Brewer,comma before,because,
7928,automatic,Jacob Brewer,position,tomorrow,
7928,automatic,Jacob Brewer,difference,mom,mum
7928,automatic,Justina Carson,past,fight,
7928,automatic,Justina Carson,difference,must,have to
7928,automatic,Justina Carson,comma after,that,
7928,automatic,Justina Carson,comma before,I will,
7928,automatic,Jack Fuller,comma after,Firstly,
7928,automatic,Jack Fuller,difference,then,than
7928,automatic,Jack Fuller,comma before,but,
7928,automatic,Maddie Young,past,eat,
7928,automatic,Maddie Young,past,sleep,
7928,automatic,Adrianne Nelson,past,choose,
7928,automatic,Michael Stewart,change,with,
7928,automatic,Przemyslaw Curry,difference,this,that
7928,automatic,Michael Stewart,difference,yet,already
7928,automatic,Adam Hunt,difference,another,other
7928,automatic,Adam Hunt,difference,lock,close
7928,automatic,Agatha Olson,comma after,I promise,
7928,automatic,Monica Allen,past,break,
7928,automatic,Monica Allen,past,leave,
7928,automatic,Monica Allen,past,keep,
7928,automatic,Monica Allen,comma after,Yesterday,
7929,automatic,Joanna Green,comma before,because,
7929,automatic,Julia Hogan,difference,work,job
7929,automatic,Julia Hogan,change,with,
7929,automatic,Julia Hogan,change,for,
7929,automatic,Julia Hogan,past,learn,
7929,automatic,Julia Hogan,past,find,
7929,automatic,Julia Hogan,difference,We will play a match.,We are playing a match tomorrow.
7929,automatic,Gabriel Griffin,difference,old,oldest
7929,automatic,Gabriel Griffin,difference,young,youngest
7929,automatic,Martin Hale,difference,witch,which
7929,automatic,Susanne Edwards,difference,scary,scared
7929,automatic,Susanne Edwards,difference,history,story
7929,automatic,Yvonne West,sentence,I’ve been working online since March.,
7929,automatic,Yvonne West,sentence,How do you know it?,
7934,automatic,Agnes Chapman,difference,discuss sth,discuss about sth
7934,automatic,George West,comma before,if,
7934,automatic,Bart Sims,difference,excited,exciting
7934,automatic,Bart Sims,comma before,so,
7934,automatic,Bart Sims,comma before,and,
7934,automatic,Bart Sims,comma before,because,
7934,automatic,Bart Sims,position,tomorrow,
7934,automatic,Bart Sims,position,yesterday,
7934,automatic,Bart Sims,difference,I told you I was hungry,I told you I had been hungry
7934,automatic,Bart Sims,difference,candy,sweets
7934,automatic,Martin Hale,difference,danger,dangerous
7934,automatic,Martin Hale,difference,man,men
7934,automatic,Martin Hale,past,catch,
7934,automatic,Martin Hale,past,run,
7934,automatic,Martin Hale,difference,save,safe
7934,automatic,Kate Roberts,change,with,
7934,automatic,Kate Roberts,change,for,
7934,automatic,Yvonne West,difference,tired,tiring
7934,automatic,Eve Miles,difference,much,many
7934,automatic,Monica Queen,difference,simply,simple
7934,automatic,Eve Miles,comma before,when,
7934,automatic,Claudine Gross,comma before,to,
7934,automatic,Martha Owen,difference,rise,raise
7934,automatic,Martha Owen,difference,pregnant,pregnat
7934,automatic,Justina Watson,change,with,
7934,automatic,Justina Watson,position,for,
7934,automatic,Justina Watson,difference,whole,all
7934,automatic,Matt Carpenter,difference,found,founded
7934,automatic,Matt Carpenter,difference,drunk,drank
7934,automatic,Matt Carpenter,difference,childs,children
7934,automatic,Matt Carpenter,difference,him,his
7934,automatic,Matt Carpenter,past,catch,
7934,automatic,Matt Carpenter,past,find,
7934,automatic,Matt Carpenter,past,shoot,
7934,automatic,David Powers,past,leave,
7934,automatic,David Powers,position,already,
7934,automatic,David Powers,position,yet,
7934,automatic,David Powers,position,finally,
7934,automatic,David Powers,position,still,
7934,automatic,Matt Carpenter,comma after,One time,
7934,automatic,Matt Carpenter,comma before,because,
7934,automatic,Matt Carpenter,comma before,but,
7934,automatic,David Powers,comma before,if,
7934,automatic,David Powers,comma before,when,
7934,automatic,David Powers,comma after,if,
7934,automatic,David Powers,comma after,when,
7935,automatic,Anette Gray,past,talk,
7935,automatic,Anette Gray,past,lie,
7935,automatic,Anette Gray,difference,than,then
7935,automatic,Greg Hardy,difference,safety,safe
7935,automatic,Greg Hardy,past,decide,
7935,automatic,Greg Hardy,past,go,
7935,automatic,Greg Hardy,past,take,
7935,automatic,Greg Benson,difference,nervous,angry
7935,automatic,Jacob Brewer,difference,this,these
7935,automatic,Jacob Brewer,difference,whole,all
7935,automatic,Jacob Brewer,comma before,because,
7935,automatic,Justina Carson,sentence,It depends on many thngs.,
7935,automatic,Justina Carson,difference,must,have to
7935,automatic,Justina Carson,sentence,I suppose we'll meet soon.,
7935,automatic,Maddie Young,sentence,I didn't get enough sleep.,
7935,automatic,Maddie Young,sentence,I was busy studying.,
7935,automatic,Maddie Young,sentence,Do you have any exams soon?,
7935,automatic,Maddie Young,sentence,I will have Chemistry next year.,
7935,automatic,Maddie Young,sentence,I understood very little.,
7935,automatic,Maddie Young,past,understand,
7935,automatic,Maddie Young,sentence,I want to eat a sandwich.,
7935,automatic,Maddie Young,sentence,Get rid of that.,
7935,automatic,Adrianne Nelson,past,understand,
7935,automatic,Adrianne Nelson,difference,live,life
7935,automatic,Adrianne Nelson,comma after,It turned out that,
7935,automatic,Adrianne Nelson,comma before,when,
7935,automatic,Agatha Olson,sentence,I am afraid.,
7935,automatic,Agatha Olson,difference,this,that
7935,automatic,Agatha Olson,difference,these,those
7935,automatic,Agatha Olson,comma after,Unfortunately,
7935,automatic,Agatha Olson,difference,move,movie
7935,automatic,Monica Allen,sentence,I'm going to the hairdresser next week.,
7935,automatic,Monica Allen,sentence,I can't wait for it.,
7935,automatic,Anna Patton,difference,first step,the first step
7935,automatic,Monica Allen,sentence,I can't believe it.,
7936,automatic,Joanna Green,sentence,I haven't practiced grammar in a long time.,
7936,automatic,Joanna Green,sentence,I thought you'd listen to me.,
7936,automatic,Joanna Green,sentence,I could've stayed at home when you called.,
7936,automatic,Julia Hogan,comma before,but,
7936,automatic,Julia Hogan,comma before,that,
7936,automatic,Julia Hogan,comma after,After that,
7936,automatic,Julia Hogan,sentence,We're going to the doctor today.,
7936,automatic,Julia Hogan,pronunciation,/ɑ/,
7936,automatic,Julia Hogan,change,about,
7936,automatic,Julia Hogan,sentence,I live in Warsaw.,
7936,automatic,Przemyslaw Curry,sentence,He pressed it with his hands.,
7936,automatic,Przemyslaw Curry,sentence,It helped the person.,
7936,automatic,Susanne Edwards,comma before,but,
7936,automatic,Susanne Edwards,comma before,because,
7936,automatic,Susanne Edwards,comma before,although,
7936,automatic,Susanne Edwards,comma before,that,
7936,automatic,Susanne Edwards,comma before,so,
7936,automatic,Susanne Edwards,sentence,I'm happy because it's Friday tomorrow.,
7936,automatic,Susanne Edwards,sentence,Judy didn't live there anymore.,
7936,automatic,Susanne Edwards,sentence,I didn't have to do anything.,
7940,automatic,Monica Allen,past,choose,
7940,automatic,Monica Allen,difference,better,the best
7940,automatic,Monica Allen,sentence,Everyone was playing when the kids came.,
7940,automatic,Monica Allen,sentence,I've had two lessons so far.,
7940,automatic,Monica Allen,sentence,I've been to Greece two times.,
7940,automatic,Monica Allen,sentence,I didn't like him.,
7940,automatic,Monica Allen,comma before,but,
7940,automatic,Alexandra King,sentence,That guy predicted a crisis.,
7940,automatic,Alexandra King,sentence,He tried to prove his point.,
7940,automatic,Alexandra King,past,teach,
7940,automatic,Alexandra King,sentence,I thought you'd listen to me.,
7940,automatic,Anette Gray,change,about,
7940,automatic,Anette Gray,sentence,What is it like?,
7940,automatic,Anette Gray,sentence,They considered him a good doctor.,
7941,automatic,Agnes Chapman,sentence,I didn’t manage to read the article yesterday.,
7941,automatic,Agnes Chapman,sentence,I would make a good lawyer.,
7941,automatic,Agnes Chapman,sentence,I would make breakfast now if you had gone shopping yesterday.,
7941,automatic,Agnes Chapman,sentence,My client demanded that the case be dismissed.,
7941,automatic,George West,difference,work,job
7941,automatic,Gabriel Griffin,past,win,
7941,automatic,Monica Queen,sentence,It started a long time ago.,
7941,automatic,Monica Queen,past,teach,
7941,automatic,Monica Queen,sentence,I've spent all my life in Warsaw.,
7941,automatic,Monica Queen,past,read,
7941,automatic,Monica Queen,sentence,I wasn't happy about that.,
7941,automatic,Monica Queen,sentence,It doesn’t make sense.,
7941,automatic,Martin Hale,sentence,I've already finished the series.,
7941,automatic,Martin Hale,past,flee,
7941,automatic,Martin Hale,difference,good,well
7941,automatic,Martin Hale,past,bring,
7941,automatic,Martin Hale,difference,contact with sb,contact sb
7941,automatic,Martin Hale,difference,this,these
7941,automatic,Martin Hale,comma before,until,
7941,automatic,Martin Hale,past,break,
7941,automatic,Martin Hale,difference,have evidence,have evidences
7941,automatic,Jack Fuller,sentence,My sister is 29 years old.,
7941,automatic,Jack Fuller,sentence,We had a chance to speak.,
7941,automatic,Jack Fuller,sentence,What was it caused by?,
7941,automatic,Bart Sims,sentence,It depends on the person.,
7941,automatic,Bart Sims,past,catch,
7941,automatic,Bart Sims,sentence,I didn't have time to read the article.,
7941,automatic,Eve Miles,sentence,What are the biggest challenges?,
7941,automatic,Bart Sims,conjugation,show,
7941,automatic,Bart Sims,past,fall,
7941,automatic,Eve Miles,sentence,I help them solve their problems.,
7941,automatic,Claudine Gross,past,go,
7941,automatic,Eve Miles,sentence,I see it.,
7941,automatic,Claudine Gross,difference,a,some
7941,automatic,Martha Owen,change,about,
7941,automatic,Martha Owen,sentence,My boss caused me to resign from my job.,
7941,automatic,Martha Owen,sentence,You are criticizing everything I do.,
7941,automatic,Martha Owen,difference,everything what you do,everything you do
7941,automatic,Justina Watson,sentence,It was made on purpose.,
7941,automatic,Justina Watson,past,deal,
7941,automatic,Justina Watson,sentence,She started living her own life.,
7941,automatic,Matt Carpenter,difference,go out,leave
7941,automatic,Matt Carpenter,sentence,I can't stand it.,
7942,automatic,Anette Gray,past,fall,
7942,automatic,Anette Gray,sentence,I've been trying to learn English for a long time.,
7942,automatic,Anette Gray,position,still,
7942,automatic,Anette Gray,sentence,I told my daughter about it.,
7942,automatic,Anette Gray,sentence,I'm fine with you cooking tonight.,
7942,automatic,Anette Gray,difference,approach to sb,approach sb
7942,automatic,Anette Gray,past,sing,
7942,automatic,Anette Gray,comma after,I told you,
7942,automatic,Anette Gray,difference,life,live
7942,automatic,Greg Hardy,past,eat,
7942,automatic,Greg Hardy,sentence,How did you like the food?,
7942,automatic,Greg Hardy,sentence,I like working with other people.,
7942,automatic,Greg Hardy,sentence,I love cooking.,
7942,automatic,Greg Hardy,sentence,I hate getting up early.,
7942,automatic,Greg Hardy,sentence,What makes you happy?,
7942,automatic,Greg Hardy,sentence,I'm not sure if I'll have a new client next month.,
7942,automatic,Greg Hardy,difference,all,whole
7942,automatic,Greg Hardy,sentence,I won’t apologize to you.,
7942,automatic,Greg Hardy,difference,say,tell
7942,automatic,Greg Hardy,sentence,I didn't want to believe it.,
7942,automatic,Greg Hardy,sentence,I didn't want to go to sleep so early.,
7942,automatic,Greg Hardy,past,put,
7942,automatic,Greg Hardy,sentence,I have no time to talk to you.,
7942,automatic,Yvonne West,past,spend,
7942,automatic,Yvonne West,comma after,The client claimed,
7942,automatic,Yvonne West,difference,I told you I had been hungry,I told you I was hungry
7942,automatic,Yvonne West,sentence,I won't remember it in the future.,
7942,automatic,Yvonne West,sentence,Don't text while driving.,
7942,automatic,Yvonne West,difference,this,these
7942,automatic,Yvonne West,sentence,What should I write down?,
7942,automatic,Yvonne West,difference,actually,currently
7942,automatic,Yvonne West,difference,breath,breathe
7942,automatic,Yvonne West,comma after,It turned out,
7942,automatic,Greg Benson,sentence,I was there a long time ago.,
7942,automatic,Greg Benson,past,catch,
7942,automatic,Jacob Brewer,sentence,There is a problem,
7942,automatic,Jacob Brewer,sentence,I've had the car for two years now.,
7942,automatic,Jacob Brewer,sentence,I told you I would drop by today.,
7942,automatic,Jacob Brewer,sentence,I told you I wouldn’t be at the meeting.,
7942,automatic,Jacob Brewer,difference,say,tell
7942,automatic,Jacob Brewer,sentence,It didn't work out.,
7942,automatic,Jacob Brewer,comma before,if,
7942,automatic,Jacob Brewer,sentence,What about tomorrow?,
7942,automatic,Justina Carson,sentence,It's mean.,
7942,automatic,Justina Carson,sentence,It means something different.,
7942,automatic,Justina Carson,difference,learn,teach
7942,automatic,Justina Carson,comma before,and,
7942,automatic,Justina Carson,comma after,After that,
7942,automatic,Justina Carson,difference,all,whole
7942,automatic,Justina Carson,difference,every,all
7942,automatic,Justina Carson,past,will,
7942,automatic,Justina Carson,difference,find,find out
7942,automatic,Maddie Young,sentence,I hope it will be good.,
7942,automatic,Maddie Young,sentence,Any questions?,
7942,automatic,Margaret Ford,difference,have information,have informations
7942,automatic,Maddie Young,past,sit,
7942,automatic,Maddie Young,past,come,
7942,automatic,Maddie Young,sentence,I came back home after school.,
7942,automatic,Maddie Young,difference,bored,boring
7942,automatic,Adrianne Nelson,difference,few,a few
7942,automatic,Maddie Young,pronunciation,/ɑ/,
7942,automatic,Adrianne Nelson,difference,stay,become
7942,automatic,Maddie Young,sentence,How do you feel?,
7942,automatic,Adrianne Nelson,past,fall,
7942,automatic,Adrianne Nelson,difference,play,game
7942,automatic,Agatha Olson,sentence,I would like to speak to you.,
7942,automatic,Agatha Olson,sentence,They were a young married couple.,
7942,automatic,Adam Hunt,difference,owe,own
7942,automatic,Agatha Olson,past,throw,
7942,automatic,Agatha Olson,sentence,You know I'm right.,
7942,automatic,Agatha Olson,past,build,
7942,automatic,Agatha Olson,past,spend,
7942,automatic,Adam Hunt,difference,Let me to help you,Let me help you
7942,automatic,Adam Hunt,difference,grow,grow up
7942,automatic,Agatha Olson,past,feel,
7942,automatic,Agatha Olson,past,fall,
7942,automatic,Anna Patton,sentence,I had a hard time last week.,
7942,automatic,Anna Patton,difference,start smoking,smart to smoke
7942,automatic,Anna Patton,sentence,I’m interested in languages.,
7942,automatic,Anna Patton,sentence,I’m interested in English.,
7942,automatic,Anna Patton,sentence,What are you interested in?,
7942,automatic,Anna Patton,difference,next year,the next year
7942,automatic,Anna Patton,comma after,Of course,
7943,automatic,Joanna Green,sentence,We always take the blame.,
7943,automatic,Joanna Green,sentence,It was a Chinese company.,
7943,automatic,Jack Fuller,sentence,I promise I'll call you.,
7943,automatic,Jack Fuller,comma after,I thought,
7943,automatic,Jack Fuller,difference,tired,tried
7943,automatic,Jack Fuller,sentence,I'll text you when I finish.,
7943,automatic,Jack Fuller,difference,something,anything
7943,automatic,Jack Fuller,past,will,
7943,automatic,Martin Hale,sentence,She wasn't his daughter.,
7943,automatic,Kate Roberts,sentence,Are you scared of it?,
7943,automatic,Kate Roberts,difference,lose,loss
7943,automatic,Kate Roberts,sentence,It depends on the person.,
7943,automatic,Kate Long,sentence,That time passed quickly.,
7943,automatic,Kate Long,sentence,Everything is covered with snow.,
7943,automatic,Kate Long,comma before,because,
7943,automatic,Kate Long,difference,mustn't,don't have to
7943,automatic,Susanne Edwards,sentence,I didn't notice it.,
7943,automatic,Susanne Edwards,sentence,What did you understand?,
7943,automatic,Susanne Edwards,difference,learn,study
7943,automatic,Susanne Edwards,change,while,
7943,automatic,Susanne Edwards,difference,which,witch
7943,automatic,Susanne Edwards,comma after,I think,
7943,automatic,Susanne Edwards,sentence,I hope I'll visit you tomorrow.,
7947,automatic,Kate Long,past,steal,
7947,automatic,Kate Long,sentence,I lost the plot.,
7947,automatic,Kate Long,difference,We will play a match.,We're playing a match tomorrow.
7947,automatic,Kate Long,sentence,I'm going shopping.,
7947,automatic,Kate Long,sentence,Me neither.,
7947,automatic,Kate Long,sentence,My friend and I are meeting tomorrow.,
7947,automatic,Alexandra King,difference,overwhelmed,overwhelming
7947,automatic,Alexandra King,sentence,"We search for places worth visiting,",
7947,automatic,Alexandra King,sentence,It suits me.,
7947,automatic,Julia Hogan,sentence,No problem.,
7947,automatic,Julia Hogan,sentence,It's a surprise gift for my boyfriend's birthday.,
7947,automatic,Alexandra King,comma before,but,
7947,automatic,Alexandra King,comma before,because,
7947,automatic,Julia Hogan,sentence,"The next day, our flight was cancelled.",
7947,automatic,Julia Hogan,past,sit,
7947,automatic,Julia Hogan,past,have,
7947,automatic,Julia Hogan,difference,life,leave
7947,automatic,Julia Hogan,difference,live,life
7947,automatic,Julia Hogan,past,leave,
7947,automatic,Julia Hogan,past,start,
7947,automatic,Julia Hogan,difference,still,steal
7947,automatic,Julia Hogan,change,for,
7948,automatic,Agnes Chapman,sentence,What does it depend on?,
7948,automatic,Agnes Chapman,sentence,What does it look like?,
7948,automatic,Agnes Chapman,sentence,How does it work?,
7948,automatic,Agnes Chapman,comma before,if,
7948,automatic,George West,change,for,
7948,automatic,George West,sentence,It means a lot to me.,
7948,automatic,George West,sentence,You want to control everything I do.,
7948,automatic,Gabriel Griffin,comma before,but,
7948,automatic,Gabriel Griffin,comma before,because,
7948,automatic,Monica Queen,difference,say,tell
7948,automatic,Monica Queen,comma before,but,
7948,automatic,Monica Queen,difference,mum,mom
7948,automatic,Martin Hale,difference,coach,couch
7948,automatic,Kate Roberts,past,catch,
7948,automatic,Martin Hale,conjugation,drink,
7948,automatic,Martin Hale,change,before,
7948,automatic,Martin Hale,position,yet,
7948,automatic,Martin Hale,difference,everyday,every day
7948,automatic,Kate Roberts,difference,woman,women
7948,automatic,Maya Zane,sentence,I am eleven years old.,
7948,automatic,Maya Zane,past,get,
7948,automatic,Maya Zane,comma after,After that,
7948,automatic,Maya Zane,sentence,Where do you live?,
7948,automatic,Maya Zane,sentence,I get up at 6 am.,
7948,automatic,Maya Zane,sentence,What's your name?,
7948,automatic,Maya Zane,comma before,and,
7948,automatic,Eve Miles,past,have,
7948,automatic,Bart Sims,past,find,
7948,automatic,Bart Sims,comma after,I promise,
7948,automatic,Eve Miles,sentence,She didn't have any brothers and sisters.,
7948,automatic,Eve Miles,past,don't/doesn't,
7948,automatic,Eve Miles,past,live,
7948,automatic,Eve Miles,sentence,He was his her neighbor.,
7948,automatic,Claudine Gross,difference,while,during
7948,automatic,Eve Miles,sentence,Mary was raised by her father.,
7948,automatic,Claudine Gross,difference,mom,mum
7948,automatic,Claudine Gross,comma before,if,
7948,automatic,Kate Long,difference,annoying,annoyed
7948,automatic,Kate Long,past,know,
7948,automatic,Kate Long,difference,dead,death
7948,automatic,Martha Owen,sentence,It makes the problem worse.,
7948,automatic,Kate Long,sentence,It turned out that she was pregnant.,
7948,automatic,Kate Long,sentence,He decided to break up with her.,
7948,automatic,Martha Owen,difference,tell,say
7948,automatic,Kate Long,sentence,She was getting divorced.,
7948,automatic,Martha Owen,sentence,We've recently moved to a new house.,
7948,automatic,Martha Owen,difference,give sb advice,give sb advices
7948,automatic,Martha Owen,sentence,I think so too.,
7948,automatic,Martha Owen,sentence,I won't let you give up now.,
7948,automatic,Martha Owen,difference,close,lock
7948,automatic,Martha Owen,past,stay,
7948,automatic,Justina Watson,difference,colleague,friend
7948,automatic,Justina Watson,sentence,He's been involved in it for 4 years.,
7948,automatic,Michael Stewart,past,start,
7948,automatic,Justina Watson,difference,bump into sb,to come across sth
7948,automatic,Justina Watson,past,blow,
7948,automatic,Michael Stewart,sentence,I've recently had a bad dream.,
7948,automatic,Michael Stewart,difference,colleague,friend
7948,automatic,Justina Watson,comma before,because,
7948,automatic,Justina Watson,comma before,but,
7948,automatic,Matt Carpenter,sentence,My colleague has twenty years of experience.,
7948,automatic,Matt Carpenter,difference,work,job
7948,automatic,Matt Carpenter,change,after,
7948,automatic,Matt Carpenter,comma after,I think that,
7948,automatic,Matt Carpenter,sentence,Why did you behave like that?,
7948,automatic,Matt Carpenter,sentence,Why did you go on sick leave?,
7948,automatic,Matt Carpenter,sentence,Why did you react like that?,
7948,automatic,Matt Carpenter,sentence,Why did you stand me up yesterday?,
7948,automatic,Matt Carpenter,sentence,Why did you do it to me?,
7948,automatic,Anette Gray,difference,learn,study
7948,automatic,David Powers,difference,since,for
7948,automatic,David Powers,difference,break,brake
7948,automatic,David Powers,custom question,50,
7948,automatic,David Powers,custom question,51,
7948,automatic,David Powers,custom question,52,
7948,automatic,David Powers,custom question,70,
7948,automatic,David Powers,custom question,71,
7949,automatic,Anette Gray,position,there,
7949,automatic,Anette Gray,past,cut,
7949,automatic,Anette Gray,sentence,I told you I would pick you up from school today.,
7949,automatic,Anette Gray,sentence,I told you I wouldn’t be at the meeting.,
7949,automatic,Anette Gray,sentence,I told you I would drop by tomorrow.,
7949,automatic,Anette Gray,sentence,I see there's something between you two.,
7949,automatic,Anette Gray,sentence,I could’ve taken an umbrella because it’s raining.,
7949,automatic,Anette Gray,sentence,I could’ve drunk less yesterday because I have a hangover today.,
7949,automatic,Anette Gray,sentence,I shouldn’t have lied to you.,
7949,automatic,Anette Gray,difference,drank,drunk
7949,automatic,Greg Hardy,difference,a few,few
7949,automatic,Greg Hardy,difference,look at sb,look for sb
7949,automatic,Greg Hardy,past,sit,
7949,automatic,Greg Hardy,sentence,I didn’t go to work yesterday.,
7949,automatic,Greg Hardy,sentence,I didn’t mention it.,
7949,automatic,Greg Hardy,comma after,I promise,
7949,automatic,Greg Hardy,difference,I can't do it,I can't to do it
7949,automatic,Greg Hardy,sentence,I should do my homework today.,
7949,automatic,Yvonne West,pronunciation,/ɑ/,
7949,automatic,Yvonne West,custom question,11,
7949,automatic,Yvonne West,difference,practice,practise
7949,automatic,Yvonne West,difference,these,those
7949,automatic,Yvonne West,sentence,I don’t have my own bike.,
7949,automatic,Yvonne West,past,flee,
7949,automatic,Adrianne Nelson,position,too,
7949,automatic,Adrianne Nelson,difference,a few,few
7949,automatic,Adrianne Nelson,sentence,We're still happy after a few years of marriage.,
7949,automatic,Adrianne Nelson,comma after,After a few years,
7949,automatic,Adrianne Nelson,difference,woman,women
7949,automatic,Adrianne Nelson,position,still,
7949,automatic,Adrianne Nelson,comma before,after,
7949,automatic,Greg Benson,sentence,I don't what you mean.,
7949,automatic,Greg Benson,change,by,
7949,automatic,Greg Benson,past,put,
7949,automatic,Greg Benson,past,hit,
7949,automatic,Jacob Brewer,difference,feel well,feel good
7949,automatic,Jacob Brewer,sentence,"The more I work, the more I earn.",
7949,automatic,Jacob Brewer,sentence,"The more I study, the easier it is for me to express myself.",
7949,automatic,Jacob Brewer,sentence,"The more I watched, the more I understood.",
7949,automatic,Jacob Brewer,conjugation,shoot,
7949,automatic,Jacob Brewer,difference,this,these
7949,automatic,Jacob Brewer,past,shake,
7949,automatic,Jacob Brewer,comma before,but,
7949,automatic,Jacob Brewer,past,lie,
7949,automatic,Jacob Brewer,past,catch,
7949,automatic,Margaret Ford,sentence,It was a nice time.,
7949,automatic,Margaret Ford,sentence,I was studying English when we were coming back home.,
7949,automatic,Kate Roberts,change,of,
7949,automatic,Kate Roberts,past,lose,
7949,automatic,Margaret Ford,comma before,if,
7949,automatic,Jack Fuller,past,drive,
7949,automatic,Jack Fuller,sentence,I should get to know you.,
7949,automatic,Jack Fuller,difference,audition,audience
7949,automatic,Jack Fuller,sentence,He is fifty-years-old.,
7949,automatic,Jack Fuller,past,know,
7949,automatic,Margaret Ford,conjugation,get,
7949,automatic,Chris Ray,past,take,
7949,automatic,Chris Ray,sentence,I have to be honest with you.,
7949,automatic,Jack Fuller,comma before,when,
7949,automatic,Margaret Morgan,past,rise,
7949,automatic,Margaret Morgan,difference,this,these
7949,automatic,Margaret Morgan,sentence,There has been a new law since July.,
7949,automatic,Margaret Morgan,sentence,Nobody knows the answer.,
7949,automatic,Agatha Olson,sentence,He doesn't know about it.,
7949,automatic,Adam Hunt,sentence,When were you born?,
7949,automatic,Adam Hunt,sentence,You're such an amazing person.,
7949,automatic,Adam Hunt,comma after,You said,
7949,automatic,Adam Hunt,difference,already,yet
7949,automatic,Anna Patton,position,often,
7949,automatic,Anna Patton,sentence,What places do you like?,
7949,automatic,Monica Allen,past,fight,
7949,automatic,Monica Allen,past,beat,
7949,automatic,Anna Patton,difference,grow,grow up
7949,automatic,Anna Patton,difference,some,any
7949,automatic,Anna Patton,difference,if it was,if it were
7949,automatic,Anna Patton,conjugation,withdraw,
7949,automatic,Anna Patton,difference,you'd go,you'd gone
7949,automatic,Anna Patton,difference,colleague,friend
7949,automatic,Anna Patton,difference,pay-rise,pay-raise
7949,automatic,Anna Patton,sentence,I was asked if I’d seen the accident.,
7950,automatic,Joanna Green,sentence,These questions regard many subjects.,
7950,automatic,Joanna Green,comma before,but,
7950,automatic,Joanna Green,comma before,so,
7950,automatic,Joanna Green,comma after,Next,
7950,automatic,Joanna Green,comma after,Then,
7950,automatic,Joanna Green,change,with,
7950,automatic,Joanna Green,change,for,
7950,automatic,Justina Carson,sentence,I'm going to the doctor today.,
7950,automatic,Justina Carson,sentence,I watched the whole season.,
7950,automatic,Justina Carson,comma before,because,
7950,automatic,Justina Carson,comma before,but,
7950,automatic,Justina Carson,difference,look,look for
7950,automatic,Justina Carson,difference,dinner,diner
7950,automatic,Justina Carson,comma after,At some point,
7950,automatic,Jack Fuller,sentence,I'm excited and interesting.,
7950,automatic,Jack Fuller,sentence,It's interesting and exciting.,
7950,automatic,Jack Fuller,position,never,
7950,automatic,Jack Fuller,difference,excited,exciting
7950,automatic,Jack Fuller,comma after,First,
7950,automatic,Jack Fuller,comma after,I promise,
7950,automatic,Jack Fuller,difference,everyday,every day
7950,automatic,Martin Hale,sentence,We'll see how it goes.,
7950,automatic,Maddie Young,past,catch,
7950,automatic,Maddie Young,sentence,I caught a cold yesterday.,
7950,automatic,Maddie Young,sentence,Could you say that again?,
7950,automatic,Maddie Young,sentence,How do you spell it?,
7950,automatic,Maddie Young,sentence,What am I doing here?,
7950,automatic,Maddie Young,sentence,What do you mean?,
7950,automatic,Maddie Young,sentence,You're breaking.,
7950,automatic,Maddie Ivy,difference,amount,number
7950,automatic,Maddie Ivy,difference,much,many
7950,automatic,Maddie Ivy,comma before,because,
7950,automatic,Maddie Ivy,difference,people,persons
7950,automatic,Susanne Edwards,sentence,The Winter is colder then the Summer.,
7950,automatic,Susanne Edwards,sentence,I'm all ears.,
7950,automatic,Susanne Edwards,sentence,I live in Warsaw.,
7950,automatic,Susanne Edwards,difference,impression,expression
7950,automatic,Susanne Edwards,difference,amount,number
7950,automatic,Susanne Edwards,difference,lose,loose
7950,automatic,Susanne Edwards,comma after,I hope,
7950,automatic,Susanne Edwards,comma after,I promise,
7954,automatic,Kate Long,difference,scary,scaried
7954,automatic,Kate Long,difference,cleverer,the cleverest
7954,automatic,Kate Long,difference,which,who
7954,automatic,Kate Long,difference,tell,talk
7954,automatic,Kate Long,sentence,She told him what had happened before.,
7954,automatic,Kate Long,difference,cheat,lie
7954,automatic,Kate Long,sentence,She had to write a statement.,
7954,automatic,Kate Long,sentence,She said she needed a break.,
7954,automatic,Kate Long,comma after,Unfortunately,
